,城市,小区名,地址,住宅类型,均价
318,cd,傲城,郫县犀浦校园路东段111号（地铁2号线天河路站旁）,普通住宅,7000
319,cd,保利花园五期悦榕郡,西三环武侯大道万兴路与福锦路交汇处,普通住宅,40000
320,cd,恒大中央广场,东二环新鸿路口,普通住宅,13000
321,cd,首航欣程,二环路南二段21号,普通住宅,30000
322,cd,东原城,金马国际体育城太极大道66号（体育城附近）,普通住宅,4300
323,cd,人居天府汇城,石羊场路888号(府城大道与剑南大道交汇处),普通住宅,10000
324,cd,骑士郡,航空港机场路近都段12号,普通住宅,7200
325,cd,美城云庭,剑南大道南段338号,普通住宅,6800
326,cd,瑞安城中汇,解放路一段139号（二环沙河畔入口处）,普通住宅,11000
327,cd,锦座名都,武阳大道二段与永顺路交汇处（永辉超市旁）,普通住宅,50000
328,cd,三盛都会城,龙华路东侧（吉利高原汽车城对面）,普通住宅,4200
329,cd,仁恒滨河湾,二环路东四段外侧汇源东路88号,普通住宅,18500
330,cd,香槟大道,川西旅游环线与二环路交汇处（假雪山广场对面）,商住两用,3180
331,cd,佳乐国际城,蜀龙路南段777号（三原外国语学校对面）,普通住宅,5300
332,cd,金都华府,滨江路二段（金堂客运中心旁）,普通住宅,3700
333,cd,北京城建龙樾湾,双楠大道银河路160号（双流运动公园旁）,普通住宅,6000
334,cd,晶宝塞纳国际,犀团路999号,普通住宅,4900
335,cd,伊泰天骄,通宝街88号,普通住宅,22000
336,cd,成龙1号,阳光城阳光大道2号,普通住宅,5700
337,cd,上置雅宾利,红光镇港华路555号,普通住宅,5400
338,cd,润扬北城1号,万和北路8号,普通住宅,7500
339,cd,北大资源燕楠国际,东升镇航都大道与商都路交汇处(陶家院子旁),普通住宅,6100
340,cd,时代爵岭,晋康北路268号(辰居路小学路口附近),普通住宅,4300
341,cd,中粮祥云一期,武侯大道与大悦路交汇处,普通住宅,10000
